
19-04-2016 21:18:26:490 - D: 	Executing bot with following commands ../Reference Bot\Reference\bin\Debug\Reference.exe A "C:\Kobus\Werk\Entelect\Game Engine v1.1.0\Game Engine\Replays\2099624094\137\A"
19-04-2016 21:18:26:490 - I: 	Executing process ../Reference Bot\Reference\bin\Debug\Reference.exe A "C:\Kobus\Werk\Entelect\Game Engine v1.1.0\Game Engine\Replays\2099624094\137\A"
19-04-2016 21:18:26:500 - I: 	Bot has 4000ms to run before it will be forcefully killed
19-04-2016 21:18:26:719 - I: 	Output from bot: *********************
19-04-2016 21:18:26:719 - I: 	Output from bot: *   ### # # # ##    *
19-04-2016 21:18:26:719 - I: 	Output from bot: * * *#* *#* * *#* * *
19-04-2016 21:18:26:719 - I: 	Output from bot: *                   *
19-04-2016 21:18:26:719 - I: 	Output from bot: *#* * * * * * * * *#*
19-04-2016 21:18:26:719 - I: 	Output from bot: *#                 #*
19-04-2016 21:18:26:719 - I: 	Output from bot: * * * *#*#* * * * * *
19-04-2016 21:18:26:719 - I: 	Output from bot: *      ##           *
19-04-2016 21:18:26:719 - I: 	Output from bot: * * * *#*#* * * *#* *
19-04-2016 21:18:26:719 - I: 	Output from bot: * #     ## #        *
19-04-2016 21:18:26:719 - I: 	Output from bot: *#* * * *   * * * *#*
19-04-2016 21:18:26:720 - I: 	Output from bot: *           #       *
19-04-2016 21:18:26:720 - I: 	Output from bot: * *#* * *A* * * * * *
19-04-2016 21:18:26:720 - I: 	Output from bot: *        ..... D    *
19-04-2016 21:18:26:720 - I: 	Output from bot: * * * * * * *.* * * *
19-04-2016 21:18:26:720 - I: 	Output from bot: *#           .......*
19-04-2016 21:18:26:720 - I: 	Output from bot: *#* * * * * * * * *#*
19-04-2016 21:18:26:720 - I: 	Output from bot: *                   *
19-04-2016 21:18:26:720 - I: 	Output from bot: * * * * * * * *#* * *
19-04-2016 21:18:26:720 - I: 	Output from bot: *   ### # # # ##    *
19-04-2016 21:18:26:720 - I: 	Output from bot: *********************
19-04-2016 21:18:26:720 - I: 	Output from bot: Executing move command
19-04-2016 21:18:26:721 - I: 	Output from bot: Sending Back command MoveDown
19-04-2016 21:18:26:723 - I: 	Output from bot: 
19-04-2016 21:18:26:723 - E: 	Output from bot: 
19-04-2016 21:18:26:724 - I: 	Your bots total execution time was 00:00:00.2336198
